disk,module,rsu_lec_boundary_x_mm,rsu_lec_boundary_y_mm,dz_mm,facing,handedness,enabled,comment
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-60.500,-208.620,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-208.620
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-105.500,-191.235,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-191.235_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,105.496,-191.235,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-191.235_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-125.500,-173.850,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-173.850
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,127.516,-173.850,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-173.850_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-144.520,-156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-156.465_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,88.496,-156.465,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-156.465
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,19.520,-156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-156.465_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-164.520,-139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-139.080_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,88.496,-139.080,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-139.080
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,39.520,-139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-139.080_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-165.500,-121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-121.695
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,106.516,-121.695,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-121.695
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,57.540,-121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-121.695_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-191.500,-104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,40.476,-104.310,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,70.500,-104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-195.520,-86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-86.925_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-2.504,-86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-86.925
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,27.520,-86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-86.925
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,200.536,-86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-86.925_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-208.500,-69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,57.476,-69.540,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,87.500,-69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-195.500,-52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-52.155
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-22.484,-52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-52.155_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,22.500,-52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-52.155_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,214.496,-52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-52.155_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-168.500,-34.770,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-34.770
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,168.496,-34.770,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-34.770
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-175.500,-17.385,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-17.385
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,173.496,-17.385,-3.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-17.385
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-173.500,0.000,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y0.000
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,173.496,0.000,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y0.000
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-195.500,17.385,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y17.385
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,173.496,17.385,-3.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y17.385
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-168.500,34.770,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y34.770
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,168.496,34.770,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y34.770
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-195.500,52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y52.155
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-22.484,52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y52.155_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,22.500,52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y52.155_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,214.496,52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y52.155_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-208.500,69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,57.476,69.540,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,87.500,69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-195.520,86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y86.925_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-2.504,86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y86.925
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,27.520,86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y86.925
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,200.536,86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y86.925_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-191.500,104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,40.476,104.310,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,70.500,104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-165.500,121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y121.695
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,106.516,121.695,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y121.695
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,57.540,121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y121.695_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-164.520,139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y139.080_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,88.496,139.080,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y139.080
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,39.520,139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y139.080_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-144.520,156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y156.465_edge_left
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,88.496,156.465,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y156.465
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,19.520,156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y156.465_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-125.500,173.850,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y173.850
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,127.516,173.850,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y173.850_edge_right
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-105.500,191.235,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y191.235_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,105.496,191.235,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y191.235_absorbed_overlap
InnerTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-60.500,208.620,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y208.620
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-60.500,-208.620,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-208.620
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-105.500,-191.235,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-191.235_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,105.496,-191.235,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-191.235_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-125.500,-173.850,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-173.850
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,127.516,-173.850,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-173.850_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-144.520,-156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-156.465_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,88.496,-156.465,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-156.465
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,19.520,-156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-156.465_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-164.520,-139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-139.080_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,88.496,-139.080,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-139.080
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,39.520,-139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-139.080_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-165.500,-121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-121.695
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,106.516,-121.695,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-121.695
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,57.540,-121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-121.695_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-191.500,-104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,40.476,-104.310,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,70.500,-104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-195.520,-86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-86.925_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-2.504,-86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-86.925
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,27.520,-86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-86.925
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,200.536,-86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-86.925_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-208.500,-69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,57.476,-69.540,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,87.500,-69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-195.500,-52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-52.155
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-22.484,-52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-52.155_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,22.500,-52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-52.155_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,214.496,-52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-52.155_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-168.500,-34.770,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-34.770
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,168.496,-34.770,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-34.770
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-175.500,-17.385,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-17.385
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,173.496,-17.385,-3.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-17.385
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-173.500,0.000,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y0.000
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,173.496,0.000,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y0.000
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-195.500,17.385,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y17.385
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,173.496,17.385,-3.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y17.385
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-168.500,34.770,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y34.770
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,168.496,34.770,3.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y34.770
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-195.500,52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y52.155
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-22.484,52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y52.155_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,22.500,52.155,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y52.155_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,214.496,52.155,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y52.155_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-208.500,69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,57.476,69.540,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,87.500,69.540,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y69.540_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-195.520,86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y86.925_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-2.504,86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y86.925
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,27.520,86.925,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y86.925
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,200.536,86.925,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y86.925_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-191.500,104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,40.476,104.310,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,70.500,104.310,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y104.310_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-165.500,121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y121.695
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,106.516,121.695,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y121.695
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,57.540,121.695,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y121.695_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-164.520,139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y139.080_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,88.496,139.080,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y139.080
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,39.520,139.080,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y139.080_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-144.520,156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y156.465_edge_left
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,88.496,156.465,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y156.465
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,19.520,156.465,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y156.465_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-125.500,173.850,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y173.850
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,127.516,173.850,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y173.850_edge_right
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-105.500,191.235,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y191.235_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,105.496,191.235,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y191.235_absorbed_overlap
InnerTrackerEndcapP_disk1,EIC_LAS_6RSU_CORR,-60.500,208.620,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y208.620
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-95.500,-382.470,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-382.470
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,97.516,-382.470,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-382.470_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-144.520,-365.085,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-365.085_edge_left
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,88.496,-365.085,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-365.085
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,19.520,-365.085,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-365.085_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-182.500,-347.700,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-347.700
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,89.516,-347.700,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-347.700
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,60.540,-347.700,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-347.700_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-212.500,-330.315,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-330.315
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,59.516,-330.315,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-330.315
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,89.540,-330.315,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-330.315
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-225.520,-312.930,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-312.930_edge_left
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,27.496,-312.930,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-312.930
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,57.520,-312.930,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-312.930
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,230.536,-312.930,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-312.930_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-256.500,-295.545,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-295.545
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,15.516,-295.545,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-295.545
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,45.540,-295.545,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-295.545
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,258.556,-295.545,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-295.545_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-275.520,-278.160,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-278.160_edge_left
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-82.504,-278.160,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-278.160
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-52.480,-278.160,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-278.160
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,219.536,-278.160,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-278.160
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,150.560,-278.160,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-278.160_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-285.500,-260.775,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-260.775
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-13.484,-260.775,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-260.775
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,16.540,-260.775,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-260.775
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,288.556,-260.775,-4.203,-z,right,true,corrugation_lower_module_opposite_upper_flat_y-260.775
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-305.520,-243.390,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-243.390_edge_left
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-52.504,-243.390,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-243.390
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-22.480,-243.390,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-243.390
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,249.536,-243.390,4.203,-z,right,true,corrugation_upper_module_opposite_lower_flat_y-243.390
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,180.560,-243.390,3.203,+z,left,true,corrugation_upper_module_opposite_lower_flat_y-243.390_edge_right
MiddleTrackerEndcapN_disk1,EIC_LAS_6RSU_CORR,-321.500,-226.005,-3.203,+z,left,true,corrugation_lower_module_opposite_upper_flat_y-226.005_absorbed_overlap
